         833757494 function calls (832735788 primitive calls) in 1465.949 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      402    0.001    0.000    0.552    0.001 conv.py:140(reset_parameters)
      483    0.005    0.000    0.552    0.001 queues.py:92(get)
      483    0.008    0.000    0.534    0.001 DecaDecoder.py:60(forward)
    33768    0.014    0.000    0.523    0.000 request.py:436(firstbytes)
  1975159    0.291    0.000    0.522    0.000 _binary.py:74(i32be)
3870/3864    0.011    0.000    0.520    0.000 pathlib.py:1281(mkdir)
     1555    0.520    0.000    0.520    0.000 {method 'cuda' of 'torch._C._TensorBase' objects}
     5790    0.068    0.000    0.518    0.000 utils.py:701(assert_array_compare)
    16884    0.044    0.000    0.509    0.000 request.py:445(_read_first_bytes)
   142/92    0.000    0.000    0.507    0.006 codegen.py:566(_ensure_finalized)
       24    0.000    0.000    0.507    0.021 codegen.py:673(finalize)
     1930    0.004    0.000    0.504    0.000 <__array_function__ internals>:177(einsum)
  1908108    0.496    0.000    0.496    0.000 {method 'match' of 're.Pattern' objects}
     3878    0.478    0.000    0.496    0.000 {built-in method posix.mkdir}
   182352    0.049    0.000    0.490    0.000 pathlib.py:451(readlink)
     1930    0.004    0.000    0.485    0.000 einsumfunc.py:997(einsum)
     1930    0.482    0.000    0.482    0.000 {built-in method numpy.core._multiarray_umath.c_einsum}
     4073    0.015    0.000    0.471    0.000 std.py:1150(__str__)
   240404    0.063    0.000    0.466    0.000 <__array_function__ internals>:177(where)
    98009    0.463    0.000    0.463    0.000 {method 'write' of '_io.BufferedWriter' objects}
       12    0.000    0.000    0.449    0.037 cpu.py:197(get_executable)
       24    0.000    0.000    0.448    0.019 codegen.py:946(get_pointer_to_function)
  311/245    0.000    0.000    0.442    0.002 base.py:1164(__call__)
   182352    0.440    0.000    0.440    0.000 {built-in method posix.readlink}
  310/245    0.000    0.000    0.440    0.002 base.py:1193(wrapper)
     4073    0.115    0.000    0.430    0.000 std.py:464(format_meter)
       13    0.000    0.000    0.424    0.033 linear.py:90(__init__)
       13    0.000    0.000    0.423    0.033 linear.py:103(reset_parameters)
  1875061    0.419    0.000    0.419    0.000 {method 'tell' of '_io.BufferedReader' objects}
    29179    0.028    0.000    0.414    0.000 functional.py:760(_max_pool2d)
    72450    0.028    0.000    0.411    0.000 activation.py:97(forward)
     5790    0.038    0.000    0.407    0.000 utils.py:660(convert_to_float)
    20/15    0.000    0.000    0.399    0.027 base.py:851(compile_subroutine)
     12/9    0.000    0.000    0.399    0.044 base.py:821(_compile_subroutine_no_cache)
     6762    0.392    0.000    0.392    0.000 {method 'tolist' of 'torch._C._TensorBase' objects}
      483    0.016    0.000    0.390    0.001 {built-in method _pickle.loads}
        1    0.000    0.000    0.388    0.388 vgg.py:36(__init__)
    29179    0.382    0.000    0.382    0.000 {built-in method torch.max_pool2d}
    17/12    0.000    0.000    0.367    0.031 base.py:880(compile_internal)
        3    0.001    0.000    0.365    0.122 resnet.py:167(__init__)
   126/99    0.001    0.000    0.365    0.004 lowering.py:736(lower_call)
    67069    0.091    0.000    0.363    0.000 PngImagePlugin.py:183(call)
   113/93    0.000    0.000    0.357    0.004 lowering.py:976(_lower_call_normal)
        3    0.001    0.000    0.356    0.119 ResNet.py:26(__init__)
     5790    0.007    0.000    0.356    0.000 dtype.py:442(img_as_float)
     1934    0.024    0.000    0.355    0.000 format.py:569(_read_array_header)
     12/9    0.000    0.000    0.352    0.039 compiler.py:673(compile_internal)
    32630    0.028    0.000    0.350    0.000 pathlib.py:933(__truediv__)
        1    0.000    0.000    0.346    0.346 FaceVideoDataModule.py:3263(setup)
2874880/2834589    0.255    0.000    0.345    0.000 {built-in method builtins.isinstance}
    31147    0.345    0.000    0.345    0.000 {built-in method torch.cat}
      483    0.005    0.000    0.345    0.001 reductions.py:296(rebuild_storage_fd)
     1930    0.342    0.000    0.342    0.000 utils.py:206(_get_preds_fromhm)
        1    0.000    0.000    0.336    0.336 ImageTestDataset.py:38(__init__)
    32630    0.067    0.000    0.322    0.000 pathlib.py:712(_make_child)
      483    0.002    0.000    0.320    0.001 resource_sharer.py:55(detach)
    26534    0.024    0.000    0.319    0.000 format.py:241(__exit__)
   515277    0.310    0.000    0.310    0.000 {built-in method torch._C._get_tracing_state}
      318    0.300    0.001    0.300    0.001 {method 'normal_' of 'torch._C._TensorBase' objects}
    53068    0.064    0.000    0.298    0.000 format.py:252(close)
    53600    0.196    0.000    0.298    0.000 posixpath.py:334(normpath)
       35    0.000    0.000    0.295    0.008 codegen.py:654(add_ir_module)
     3860    0.141    0.000    0.292    0.000 utils.py:72(transform)
        2    0.000    0.000    0.285    0.143 _serialization.py:87(load)
     5790    0.005    0.000    0.284    0.000 <__array_function__ internals>:177(matrix_rank)
        2    0.000    0.000    0.280    0.140 dataloader.py:431(__iter__)
        2    0.000    0.000    0.280    0.140 dataloader.py:385(_get_iterator)
        2    0.001    0.000    0.280    0.140 dataloader.py:1037(__init__)
    11580    0.008    0.000    0.279    0.000 <__array_function__ internals>:177(svd)
    12219    0.010    0.000    0.279    0.000 utils.py:378(disp_len)
    24366    0.278    0.000    0.278    0.000 {method 'sum' of 'torch._C._TensorBase' objects}
    28/24    0.000    0.000    0.274    0.011 functions.py:379(get_call_type)
        2    0.000    0.000    0.274    0.137 templates.py:1020(generic)
        3    0.000    0.000    0.274    0.091 templates.py:971(_get_signature)
    10714    0.008    0.000    0.274    0.000 dictconfig.py:341(__getattr__)
    16884    0.029    0.000    0.273    0.000 request.py:476(read_n_bytes)
